bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
5,3,"1,975",5110 Beverley Rd Brooklyn NY 11203,Brooklyn,27,"9,057","949,000",For sale,Compass,Louis Belisario ,https://www.zillow.com/homedetails/5110-Beverley-Rd-Brooklyn-NY-11203/30655765_zpid/
6,8,"8,054",432 Park Ave #82 New York NY 10022,New York,179,"51,265","90,000,000",For sale,Douglas Elliman 212-352-6243,Ryan Stenta at Eklund|Gomes Team ,https://www.zillow.com/homedetails/432-Park-Ave-82-New-York-NY-10022/2078304565_zpid/
2,1,--,21-27 33rd St APT 5G Astoria NY 11105,Astoria,248,"4,359","299,000",For sale,Compass,Anya Perry Turcheck ,https://www.zillow.com/homedetails/21-27-33rd-St-APT-5G-Astoria-NY-11105/2080327122_zpid/
3,1,"1,090",303 W 122nd St #34 New York NY 10027,New York,39,"14,837","350,000",For sale,Esra Realty 917-727-3652,KL Hamm ,https://www.zillow.com/homedetails/303-W-122nd-St-34-New-York-NY-10027/244861078_zpid/
6,8,"14,825",8 E 62nd St New York NY 10065,New York,148,"22,969","65,000,000",For sale,Modlin Group 212-974-0740,Adam Modlin ,https://www.zillow.com/homedetails/8-E-62nd-St-New-York-NY-10065/31533267_zpid/
7,11,"13,000",12 E 63rd St New York NY 10065,New York,760,"34,838","65,000,000",For sale,Berkshire Hathaway HomeServices New York Properties 646-677-1038,Craig Dix ,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/
6,3,"2,500",2331 100th St Flushing NY 11369,Flushing,2,628,"1,378,000",For sale,Winzone Realty Inc 718-676-6611,Qun D Lin ,https://www.zillow.com/homedetails/2331-100th-St-Flushing-NY-11369/31968062_zpid/
4,5,"3,300",303 E 57th St APT 43G New York NY 10022,New York,396,"5,969","850,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-43G-New-York-NY-10022/72525903_zpid/
1,1,--,2190 Brigham St APT 1H Brooklyn NY 11229,Brooklyn,9,"3,471","150,000",For sale,Douglas Elliman 718-780-8129,Leora Blumberg-Rubinstein ,https://www.zillow.com/homedetails/2190-Brigham-St-APT-1H-Brooklyn-NY-11229/79492790_zpid/
4,6,"6,240",157 W 57th St PENTHOUSE 86 New York NY 10019,New York,205,"9,234","39,800,000",For sale,Corcoran 212-836-1088,Carrie Chiang ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/
5,6,"7,381",20 W 53rd St New York NY 10019,New York,329,"23,615","39,950,000",For sale,Douglas Elliman 212-418-7486,Eva Penson ,https://www.zillow.com/homedetails/20-W-53rd-St-New-York-NY-10019/122272179_zpid/
3,4,"1,700",170 W 76th St PENTHOUSE 3 New York NY 10023,New York,79,"3,278","2,850,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/170-W-76th-St-PENTHOUSE-3-New-York-NY-10023/2077111216_zpid/
5,4,"3,000",809 Halsey St Brooklyn NY 11233,Brooklyn,386,"4,246","1,749,000",For sale,Massada Home Sales 347-592-9154,Dani Ohayon ,https://www.zillow.com/homedetails/809-Halsey-St-Brooklyn-NY-11233/30599204_zpid/
5,3,"1,449",17031 Grand Central Pkwy Jamaica NY 11432,Jamaica,144,"8,649","499,000",For sale,RE/MAX Elite 718-690-3900,Michael S. Rastegar ,https://www.zillow.com/homedetails/17031-Grand-Central-Pkwy-Jamaica-NY-11432/32076923_zpid/
3,2,"1,632",8829 183rd St Jamaica NY 11423,Jamaica,92,"28,869","250,000",For sale,JOSHUAS REALTY,joshua harris ,https://www.zillow.com/homedetails/8829-183rd-St-Jamaica-NY-11423/32135323_zpid/
1,2,"1,134",2666 Miles Ave #P1 Bronx NY 10465,Bronx,74,"14,771","269,000",For sale,Howard Hanna Rand Realty 347-202-4965,Mildred M Valentin ,https://www.zillow.com/homedetails/2666-Miles-Ave-P1-Bronx-NY-10465/29849704_zpid/
--,1,450,100 W 57th St APT 12Q New York NY 10019,New York,235,"7,227","113,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-12Q-New-York-NY-10019/305378593_zpid/
9,3,"2,976",755 Schenck Ave Brooklyn NY 11207,Brooklyn,23,"10,519","300,000",For sale,Big World Realty Inc 631-648-9096,Raymond Macygin ,https://www.zillow.com/homedetails/755-Schenck-Ave-Brooklyn-NY-11207/30647668_zpid/
4,3,"2,893",350 E 82nd St #14AB New York NY 10028,New York,16,"2,231","4,595,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/350-E-82nd-St-14AB-New-York-NY-10028/2078653760_zpid/
5,7,"5,300",313 W 4th St New York NY 10014,New York,353,"14,523","16,950,000",For sale,Leslie J. Garfield 212-574-6959,Matthew Lesser ,https://www.zillow.com/homedetails/313-W-4th-St-New-York-NY-10014/31500551_zpid/
3,4,"3,300",303 E 57th St APT 44G New York NY 10022,New York,31,"10,207","795,000",For sale,Bohemia Realty Group 212-663-6215,Karen Cantor ,https://www.zillow.com/homedetails/303-E-57th-St-APT-44G-New-York-NY-10022/2076710336_zpid/
3,2,"1,280",3910 Clarendon Rd Brooklyn NY 11203,Brooklyn,56,"7,473","725,000",For sale,Coldwell Banker Reliable 718-921-3100,William Higgins ,https://www.zillow.com/homedetails/3910-Clarendon-Rd-Brooklyn-NY-11203/30661709_zpid/
2,1,--,2106 35th St APT 2B Astoria NY 11105,Astoria,23,"3,690","350,000",For sale,Douglas Elliman Real Estate 631-499-9191,David A Barriga ,https://www.zillow.com/homedetails/2106-35th-St-APT-2B-Astoria-NY-11105/2076503755_zpid/
4,4,"2,900",301 E 61st St #19A New York NY 10065,New York,161,"11,692","9,500,000",For sale,Brown Harris Stevens 917-533-3709,Robyn Diament ,https://www.zillow.com/homedetails/301-E-61st-St-19A-New-York-NY-10065/300195837_zpid/
3,2,"1,230",445 W 240th St APT 2M Bronx NY 10463,Bronx,5,"1,491","575,000",For sale,Compass 646-265-2262,Chris E Casey ,https://www.zillow.com/homedetails/445-W-240th-St-APT-2M-Bronx-NY-10463/29852334_zpid/
5,5,"1,805",212 E 42nd St Brooklyn NY 11203,Brooklyn,23,"3,855","998,000",For sale,Weichert Realtors 914-833-0800,Geubert C Oliveira ,https://www.zillow.com/homedetails/212-E-42nd-St-Brooklyn-NY-11203/2088048302_zpid/
1,1,900,100 W 57th St #11R New York NY 10019,New York,190,"41,629","215,000",For sale,Douglas Elliman,Phyllis Pei ,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/
1,1,900,100 W 57th St APT 5R New York NY 10019,New York,162,"8,823","185,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-5R-New-York-NY-10019/2078079062_zpid/
5,4,"2,268",14 W 184th St Bronx NY 10468,Bronx,23,"10,704","399,000",For sale,RE/MAX Distinguished Hms.&Prop 914-346-8255,Hermi Aquino ,https://www.zillow.com/homedetails/14-W-184th-St-Bronx-NY-10468/29786104_zpid/
2,3,"1,800",303 E 57th St APT 32B New York NY 10022,New York,46,"43,856","445,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-32B-New-York-NY-10022/119912033_zpid/
4,6,"7,130",111 W 57th St PENTHOUSE 72 New York NY 10019,New York,148,"43,274","66,000,000",For sale,Douglas Elliman 212-203-5401,Amy Williamson ,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-72-New-York-NY-10019/2077908081_zpid/
2,2,"1,250",420 E 51st St APT 3D New York NY 10022,New York,1043,"5,577","425,000",For sale,Corcoran 516-376-7111,Dan Sholomon ,https://www.zillow.com/homedetails/420-E-51st-St-APT-3D-New-York-NY-10022/123950252_zpid/
1,1,950,100 W 57th St APT 3G New York NY 10019,New York,78,"15,036","229,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-3G-New-York-NY-10019/2077882008_zpid/
4,4,"3,300",303 E 57th St APT 45G New York NY 10022,New York,198,"8,969","800,000",For sale,Compass 917-567-5167,Jonathan Tauzowicz ,https://www.zillow.com/homedetails/303-E-57th-St-APT-45G-New-York-NY-10022/2078579838_zpid/
1,1,900,100 W 57th St #19N New York NY 10019,New York,225,"12,304","219,000",For sale,Douglas Elliman 212-769-9838,Chris Connor ,https://www.zillow.com/homedetails/100-W-57th-St-19N-New-York-NY-10019/72519071_zpid/
--,1,600,100 W 57th St PENTHOUSE H New York NY 10019,New York,24,"8,701","121,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-PENTHOUSE-H-New-York-NY-10019/306707670_zpid/
4,5,"6,234",157 W 57th St PENTHOUSE 87 New York NY 10019,New York,450,"9,982","44,000,000",For sale,Douglas Elliman 212-350-8059,Richard J Steinberg ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-87-New-York-NY-10019/122273268_zpid/
3,3,"1,674",4 W 21st St APT 14B New York NY 10010,New York,215,"7,544","1,750,000",For sale,Douglas Elliman 212-321-7111,Josh Rubin ,https://www.zillow.com/homedetails/4-W-21st-St-APT-14B-New-York-NY-10010/72538276_zpid/
4,2,"1,300",226 E 38th St Brooklyn NY 11203,Brooklyn,178,"13,438","595,000",For sale,Corcoran 347-608-7028,Kristy Salama ,https://www.zillow.com/homedetails/226-E-38th-St-Brooklyn-NY-11203/145591435_zpid/
3,1,850,526 W 158th St APT 62 New York NY 10032,New York,19,"5,919","150,000",For sale,ADCNY Realty Corp 917-659-6162,Bruno Ruiz-Castano ,https://www.zillow.com/homedetails/526-W-158th-St-APT-62-New-York-NY-10032/2090826016_zpid/
5,3,"1,975",5110 Beverley Rd Brooklyn NY 11203,Brooklyn,27,"9,065","949,000",For sale,Compass,Louis Belisario ,https://www.zillow.com/homedetails/5110-Beverley-Rd-Brooklyn-NY-11203/30655765_zpid/
6,8,"8,054",432 Park Ave #82 New York NY 10022,New York,179,"51,287","90,000,000",For sale,Douglas Elliman 212-352-6243,Ryan Stenta at Eklund|Gomes Team ,https://www.zillow.com/homedetails/432-Park-Ave-82-New-York-NY-10022/2078304565_zpid/
2,1,--,21-27 33rd St APT 5G Astoria NY 11105,Astoria,248,"4,364","299,000",For sale,Compass,Anya Perry Turcheck ,https://www.zillow.com/homedetails/21-27-33rd-St-APT-5G-Astoria-NY-11105/2080327122_zpid/
3,1,"1,090",303 W 122nd St #34 New York NY 10027,New York,39,"14,843","350,000",For sale,Esra Realty 917-727-3652,KL Hamm ,https://www.zillow.com/homedetails/303-W-122nd-St-34-New-York-NY-10027/244861078_zpid/
6,8,"14,825",8 E 62nd St New York NY 10065,New York,148,"22,979","65,000,000",For sale,Modlin Group 212-974-0740,Adam Modlin ,https://www.zillow.com/homedetails/8-E-62nd-St-New-York-NY-10065/31533267_zpid/
7,11,"13,000",12 E 63rd St New York NY 10065,New York,760,"34,854","65,000,000",For sale,Berkshire Hathaway HomeServices New York Properties 646-677-1038,Craig Dix ,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/
6,3,"2,500",2331 100th St Flushing NY 11369,Flushing,2,633,"1,378,000",For sale,Winzone Realty Inc 718-676-6611,Qun D Lin ,https://www.zillow.com/homedetails/2331-100th-St-Flushing-NY-11369/31968062_zpid/
4,5,"3,300",303 E 57th St APT 43G New York NY 10022,New York,396,"5,973","850,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-43G-New-York-NY-10022/72525903_zpid/
1,1,--,2190 Brigham St APT 1H Brooklyn NY 11229,Brooklyn,9,"3,479","150,000",For sale,Douglas Elliman 718-780-8129,Leora Blumberg-Rubinstein ,https://www.zillow.com/homedetails/2190-Brigham-St-APT-1H-Brooklyn-NY-11229/79492790_zpid/
4,6,"6,240",157 W 57th St PENTHOUSE 86 New York NY 10019,New York,205,"9,241","39,800,000",For sale,Corcoran 212-836-1088,Carrie Chiang ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/
5,6,"7,381",20 W 53rd St New York NY 10019,New York,329,"23,629","39,950,000",For sale,Douglas Elliman 212-418-7486,Eva Penson ,https://www.zillow.com/homedetails/20-W-53rd-St-New-York-NY-10019/122272179_zpid/
3,4,"1,700",170 W 76th St PENTHOUSE 3 New York NY 10023,New York,79,"3,285","2,850,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/170-W-76th-St-PENTHOUSE-3-New-York-NY-10023/2077111216_zpid/
5,4,"3,000",809 Halsey St Brooklyn NY 11233,Brooklyn,386,"4,249","1,749,000",For sale,Massada Home Sales 347-592-9154,Dani Ohayon ,https://www.zillow.com/homedetails/809-Halsey-St-Brooklyn-NY-11233/30599204_zpid/
5,3,"1,449",17031 Grand Central Pkwy Jamaica NY 11432,Jamaica,144,"8,661","499,000",For sale,RE/MAX Elite 718-690-3900,Michael S. Rastegar ,https://www.zillow.com/homedetails/17031-Grand-Central-Pkwy-Jamaica-NY-11432/32076923_zpid/
3,2,"1,632",8829 183rd St Jamaica NY 11423,Jamaica,92,"28,878","250,000",For sale,JOSHUAS REALTY,joshua harris ,https://www.zillow.com/homedetails/8829-183rd-St-Jamaica-NY-11423/32135323_zpid/
1,2,"1,134",2666 Miles Ave #P1 Bronx NY 10465,Bronx,74,"14,774","269,000",For sale,Howard Hanna Rand Realty 347-202-4965,Mildred M Valentin ,https://www.zillow.com/homedetails/2666-Miles-Ave-P1-Bronx-NY-10465/29849704_zpid/
--,1,450,100 W 57th St APT 12Q New York NY 10019,New York,235,"7,233","113,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-12Q-New-York-NY-10019/305378593_zpid/
9,3,"2,976",755 Schenck Ave Brooklyn NY 11207,Brooklyn,23,"10,527","300,000",For sale,Big World Realty Inc 631-648-9096,Raymond Macygin ,https://www.zillow.com/homedetails/755-Schenck-Ave-Brooklyn-NY-11207/30647668_zpid/
4,3,"2,893",350 E 82nd St #14AB New York NY 10028,New York,16,"2,236","4,595,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/350-E-82nd-St-14AB-New-York-NY-10028/2078653760_zpid/
5,7,"5,300",313 W 4th St New York NY 10014,New York,353,"14,534","16,950,000",For sale,Leslie J. Garfield 212-574-6959,Matthew Lesser ,https://www.zillow.com/homedetails/313-W-4th-St-New-York-NY-10014/31500551_zpid/
3,4,"3,300",303 E 57th St APT 44G New York NY 10022,New York,31,"10,211","795,000",For sale,Bohemia Realty Group 212-663-6215,Karen Cantor ,https://www.zillow.com/homedetails/303-E-57th-St-APT-44G-New-York-NY-10022/2076710336_zpid/
3,2,"1,280",3910 Clarendon Rd Brooklyn NY 11203,Brooklyn,56,"7,477","725,000",For sale,Coldwell Banker Reliable 718-921-3100,William Higgins ,https://www.zillow.com/homedetails/3910-Clarendon-Rd-Brooklyn-NY-11203/30661709_zpid/
2,1,--,2106 35th St APT 2B Astoria NY 11105,Astoria,23,"3,694","350,000",For sale,Douglas Elliman Real Estate 631-499-9191,David A Barriga ,https://www.zillow.com/homedetails/2106-35th-St-APT-2B-Astoria-NY-11105/2076503755_zpid/
4,4,"2,900",301 E 61st St #19A New York NY 10065,New York,161,"11,698","9,500,000",For sale,Brown Harris Stevens 917-533-3709,Robyn Diament ,https://www.zillow.com/homedetails/301-E-61st-St-19A-New-York-NY-10065/300195837_zpid/
3,2,"1,230",445 W 240th St APT 2M Bronx NY 10463,Bronx,5,"1,492","575,000",For sale,Compass 646-265-2262,Chris E Casey ,https://www.zillow.com/homedetails/445-W-240th-St-APT-2M-Bronx-NY-10463/29852334_zpid/
5,5,"1,805",212 E 42nd St Brooklyn NY 11203,Brooklyn,23,"3,859","998,000",For sale,Weichert Realtors 914-833-0800,Geubert C Oliveira ,https://www.zillow.com/homedetails/212-E-42nd-St-Brooklyn-NY-11203/2088048302_zpid/
1,1,900,100 W 57th St #11R New York NY 10019,New York,190,"41,643","215,000",For sale,Douglas Elliman,Phyllis Pei ,https://www.zillow.com/homedetails/100-W-57th-St-11R-New-York-NY-10019/2078461494_zpid/
1,1,900,100 W 57th St APT 5R New York NY 10019,New York,162,"8,841","185,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-5R-New-York-NY-10019/2078079062_zpid/
5,4,"2,268",14 W 184th St Bronx NY 10468,Bronx,23,"10,713","399,000",For sale,RE/MAX Distinguished Hms.&Prop 914-346-8255,Hermi Aquino ,https://www.zillow.com/homedetails/14-W-184th-St-Bronx-NY-10468/29786104_zpid/
2,3,"1,800",303 E 57th St APT 32B New York NY 10022,New York,46,"43,869","445,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-32B-New-York-NY-10022/119912033_zpid/
4,6,"7,130",111 W 57th St PENTHOUSE 72 New York NY 10019,New York,148,"43,292","66,000,000",For sale,Douglas Elliman 212-203-5401,Amy Williamson ,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-72-New-York-NY-10019/2077908081_zpid/
2,2,"1,250",420 E 51st St APT 3D New York NY 10022,New York,1043,"5,586","425,000",For sale,Corcoran 516-376-7111,Dan Sholomon ,https://www.zillow.com/homedetails/420-E-51st-St-APT-3D-New-York-NY-10022/123950252_zpid/
1,1,950,100 W 57th St APT 3G New York NY 10019,New York,78,"15,044","229,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-APT-3G-New-York-NY-10019/2077882008_zpid/
4,4,"3,300",303 E 57th St APT 45G New York NY 10022,New York,198,"8,980","800,000",For sale,Compass 917-567-5167,Jonathan Tauzowicz ,https://www.zillow.com/homedetails/303-E-57th-St-APT-45G-New-York-NY-10022/2078579838_zpid/
1,1,900,100 W 57th St #19N New York NY 10019,New York,225,"12,309","219,000",For sale,Douglas Elliman 212-769-9838,Chris Connor ,https://www.zillow.com/homedetails/100-W-57th-St-19N-New-York-NY-10019/72519071_zpid/
--,1,600,100 W 57th St PENTHOUSE H New York NY 10019,New York,24,"8,707","121,000",For sale,Pergolotti Realty 917-415-6609,Joelle Pergolotti ,https://www.zillow.com/homedetails/100-W-57th-St-PENTHOUSE-H-New-York-NY-10019/306707670_zpid/
4,5,"6,234",157 W 57th St PENTHOUSE 87 New York NY 10019,New York,450,"9,985","44,000,000",For sale,Douglas Elliman 212-350-8059,Richard J Steinberg ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-87-New-York-NY-10019/122273268_zpid/
3,3,"1,674",4 W 21st St APT 14B New York NY 10010,New York,215,"7,546","1,750,000",For sale,Douglas Elliman 212-321-7111,Josh Rubin ,https://www.zillow.com/homedetails/4-W-21st-St-APT-14B-New-York-NY-10010/72538276_zpid/
4,2,"1,300",226 E 38th St Brooklyn NY 11203,Brooklyn,178,"13,452","595,000",For sale,Corcoran 347-608-7028,Kristy Salama ,https://www.zillow.com/homedetails/226-E-38th-St-Brooklyn-NY-11203/145591435_zpid/
3,1,850,526 W 158th St APT 62 New York NY 10032,New York,19,"5,927","150,000",For sale,ADCNY Realty Corp 917-659-6162,Bruno Ruiz-Castano ,https://www.zillow.com/homedetails/526-W-158th-St-APT-62-New-York-NY-10032/2090826016_zpid/
5,3,"1,975",5110 Beverley Rd Brooklyn NY 11203,Brooklyn,27,"9,074","949,000",For sale,Compass,Louis Belisario ,https://www.zillow.com/homedetails/5110-Beverley-Rd-Brooklyn-NY-11203/30655765_zpid/
6,8,"8,054",432 Park Ave #82 New York NY 10022,New York,179,"51,312","90,000,000",For sale,Douglas Elliman 212-352-6243,Ryan Stenta at Eklund|Gomes Team ,https://www.zillow.com/homedetails/432-Park-Ave-82-New-York-NY-10022/2078304565_zpid/
2,1,--,21-27 33rd St APT 5G Astoria NY 11105,Astoria,248,"4,369","299,000",For sale,Compass,Anya Perry Turcheck ,https://www.zillow.com/homedetails/21-27-33rd-St-APT-5G-Astoria-NY-11105/2080327122_zpid/
3,1,"1,090",303 W 122nd St #34 New York NY 10027,New York,39,"14,850","350,000",For sale,Esra Realty 917-727-3652,KL Hamm ,https://www.zillow.com/homedetails/303-W-122nd-St-34-New-York-NY-10027/244861078_zpid/
6,8,"14,825",8 E 62nd St New York NY 10065,New York,148,"22,995","65,000,000",For sale,Modlin Group 212-974-0740,Adam Modlin ,https://www.zillow.com/homedetails/8-E-62nd-St-New-York-NY-10065/31533267_zpid/
7,11,"13,000",12 E 63rd St New York NY 10065,New York,760,"34,867","65,000,000",For sale,Berkshire Hathaway HomeServices New York Properties 646-677-1038,Craig Dix ,https://www.zillow.com/homedetails/12-E-63rd-St-New-York-NY-10065/2099424678_zpid/
6,3,"2,500",2331 100th St Flushing NY 11369,Flushing,2,636,"1,378,000",For sale,Winzone Realty Inc 718-676-6611,Qun D Lin ,https://www.zillow.com/homedetails/2331-100th-St-Flushing-NY-11369/31968062_zpid/
4,5,"3,300",303 E 57th St APT 43G New York NY 10022,New York,396,"5,976","850,000",For sale,Brown Harris Stevens 212-381-3372,Elayne Reimer ,https://www.zillow.com/homedetails/303-E-57th-St-APT-43G-New-York-NY-10022/72525903_zpid/
1,1,--,2190 Brigham St APT 1H Brooklyn NY 11229,Brooklyn,9,"3,486","150,000",For sale,Douglas Elliman 718-780-8129,Leora Blumberg-Rubinstein ,https://www.zillow.com/homedetails/2190-Brigham-St-APT-1H-Brooklyn-NY-11229/79492790_zpid/
4,6,"6,240",157 W 57th St PENTHOUSE 86 New York NY 10019,New York,205,"9,244","39,800,000",For sale,Corcoran 212-836-1088,Carrie Chiang ,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/
5,6,"7,381",20 W 53rd St New York NY 10019,New York,329,"23,633","39,950,000",For sale,Douglas Elliman 212-418-7486,Eva Penson ,https://www.zillow.com/homedetails/20-W-53rd-St-New-York-NY-10019/122272179_zpid/
3,4,"1,700",170 W 76th St PENTHOUSE 3 New York NY 10023,New York,79,"3,291","2,850,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/170-W-76th-St-PENTHOUSE-3-New-York-NY-10023/2077111216_zpid/
